,File ID,Fault type,Fault resistance,Incidence angle,Fault location,Fault distance,Pen,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23
0,559,8,0.001,0.1,1,0.0,10,0.00010526940243097362,0.030299282760459702,0.0005124805416717963,0.057360597155121824,4.3639511701195596e-05,0.010292266129322073,2.01135940935489e-05,0.00599998137438828,0.08515349979696066,0.1794309445818428,0.03924752738501062,0.10460109678011836,0.0013963654066021524,0.000570529735341778,28.77025909661293,1.610470186186482,1.6681128893015953,1.3828227337885368,8.110347381812221e-06,3.1727640420389274,-280472703.18389374,13.198144644953949,224521479518.42435,212.83252259041504
1,590,8,0.001,45.1,1,0.0,10,9.773243165516889e-05,0.02890945750923145,0.00047909690238788136,0.053880492722204014,4.032620992709039e-05,0.00965724038769804,1.8683671911947397e-05,0.005677544869399649,0.08417130172643428,0.1792344483093102,0.03899768881582315,0.10537292037531697,0.0012935370133966074,0.0005364736840996122,28.787743518935393,1.6103699428272211,1.6233496391947349,1.3666696271847818,8.097003406789088e-06,3.179005851697198,-253293574.78494444,13.270855744187605,193864885329.1555,213.23953313094913
2,621,8,0.001,90.1,1,0.0,10,9.045779880931995e-05,0.027372400493172112,0.00044730614221896774,0.05057387081429082,3.734422477601676e-05,0.00906058077900586,1.750583045817724e-05,0.005401296202362107,0.08348694831410523,0.1791553747641081,0.03913612804719255,0.10680013444483757,0.0012033004264028135,0.0005054502179075646,28.804032273584948,1.6102920391242517,1.5814708518248937,1.3507136041613361,8.084193953756804e-06,3.185120987289482,-229228647.04244944,13.33983807953164,167702619972.68002,213.65085073889568
3,1489,8,10.0,0.1,1,0.0,10,0.0001540281630888559,0.05734570072643134,0.0007984190173477598,0.0910792415536991,0.00021455924764881047,0.04083237977201569,0.00019682802360668057,0.031155882534034215,0.2687301316563668,0.44831708164742967,0.24652221368739022,0.3420744617824373,0.008948134926623205,0.002544158672871609,28.62577132285691,2.3713530609553377,2.4332679541304563,1.758820775281479,8.224388456073114e-06,3.1148337694953323,-1119873025.1326737,11.685056475697518,1624720502768.5588,203.22642589289862
4,1520,8,10.0,45.1,1,0.0,10,0.00010203020382614011,0.03542210439047666,0.0005305407638645314,0.06232449064224255,0.00015301305340255323,0.02838411298276478,0.00013138160966292805,0.02100482896383648,0.2884096073749079,0.4554247084937503,0.24763716308229822,0.3370236763651902,0.0062258764609612995,0.0017304074336055811,28.760893961269026,2.3710668306958276,1.95147444243603,1.4931185384021717,8.118090052380049e-06,3.1694095827905153,-525674049.7924314,12.897738380888669,564772467318.8297,209.57142944818946
5,1551,8,10.0,90.1,1,0.0,10,9.48639170384001e-05,0.03347420137725259,0.0004965732072303621,0.058626088695639816,0.0001445310187745405,0.026785830875780584,0.00012388389053720098,0.01982124913351405,0.2910568203642369,0.4568926815984693,0.249477597126441,0.33809605202245413,0.00588102351203507,0.0016313052779576179,28.77708884840976,2.3709189356322242,1.914873125549431,1.4759638657433656,8.104288593165711e-06,3.1757806722473214,-479664976.0582777,12.980034389063825,493010689282.785,209.98401304963818
6,2419,8,25.0,0.1,1,0.0,10,0.00035368511796674646,0.16349642983091436,0.0014707615935070093,0.170935687535775,0.0006674125656592386,0.11775541500545705,0.0005249498919471698,0.08708075649376229,0.4537870506040365,0.6888872458585461,0.3569238510610238,0.5094357869273918,0.02532440120929057,0.0074618447796710756,28.13495558838008,-3.1237685336290086,6.232229192498055,2.9638947074897195,8.642355027131676e-06,2.931801912747465,-15590923316.643246,0.7181227483502497,56689857467735.31,201.75874722255455
7,2450,8,25.0,45.1,1,0.0,10,0.00016258943945123437,0.07766025426808512,0.0006646894302707141,0.08911627692411651,0.000315452689859261,0.05782966127015688,0.0002768206767579621,0.04805583899153575,0.4745865896058911,0.6489236676639832,0.41646619330958645,0.539248728180777,0.012884294714156709,0.003740055940631794,28.608517999708344,-3.1264850611276205,2.7211208777142915,1.872533117635699,8.222896496227643e-06,3.118243104297864,-2252358138.694632,11.160581272727066,5285384182403.814,200.80107658220916
8,2481,8,25.0,90.1,1,0.0,10,0.00010748469446829213,0.04659694543490263,0.000417824616050186,0.0568624925699514,0.0002109964792831709,0.039001424278718055,0.00018691563031738141,0.033350964849381076,0.5049881485628591,0.6858901626716254,0.44735428009088507,0.5865195727808311,0.008713692699746188,0.0025339851831499742,28.745862924016336,-3.12663881038153,2.11953697509577,1.5581792692290455,8.113015964991966e-06,3.1718064020545347,-929942183.4537144,12.683351374438237,1543342779552.1096,207.83761806147797
9,3349,8,40.0,0.1,1,0.0,10,0.000689348004105461,0.18593166597177663,0.0037399067733314226,0.34147436391367636,0.00043322791860240053,0.07578199909500509,0.00042965377302272607,0.052883185274865456,0.11583922938712483,0.2219258811304574,0.1148835516667172,0.1548672195147105,0.01866666833324758,0.0045083147203372744,28.726992420748648,1.582017917140561,9.369659724098291,6.586112411962606,8.368159507056528e-06,3.1680166376817467,-52491359418.89463,-63.036861562954606,243017382160770.5,446.6054727755149
10,3380,8,40.0,45.1,1,0.0,10,0.0002175263475400212,0.09616736157002799,0.0018643988644331142,0.23835615515005232,0.00026431065627954934,0.058512663972992776,0.00029985770711833746,0.04185941101376466,0.14176722659607238,0.24548417445380133,0.16083345299049603,0.1756170759987839,0.012418847660531182,0.003502836612726633,28.75008534432411,1.5990715051354292,4.899039956659305,2.039156499553958,8.039254102662569e-06,3.1942158154364657,-6315179176.116183,10.537563491558453,13508121713751.555,197.59313728572496
11,3411,8,40.0,90.1,1,0.0,10,0.00011704378143477084,0.03715623788616312,0.0008022532206313045,0.09716283721139579,0.0001558498283557206,0.028443903638160566,0.00017613523752062644,0.024742289514761436,0.1942651326885047,0.29274467949382305,0.21955067675767398,0.2546476639101223,0.00733074372072016,0.0018430024831469535,28.910088160223804,1.6051400441329007,2.1691847633451586,1.4540894243981668,7.979930243474259e-06,3.240100807540736,-647436233.6318318,13.133535070307728,716255206613.2612,210.8041329879153
12,4279,8,50.0,0.1,1,0.0,10,0.001089958342923505,0.2816325201881804,0.003733761640632654,0.3298438107769732,0.001184418453181618,0.1809668730620831,0.0007759922423299097,0.10865138323156885,0.31721854986461545,0.5486441374655516,0.20783122143769853,0.3294025222896616,0.042605751286580486,0.010172031838688547,28.585758243194615,-0.8434515575934731,9.935146452850416,8.770473610833207,8.326425993522215e-06,3.1533557449215794,-68399831804.97994,-144.5468469386083,372193959978623.3,968.8923461420455
