,File ID,Fault type,Fault resistance,Incidence angle,Fault location,Fault distance,Pen,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5
0,1,1,0.001,0.1,1,0.0,10,0.5433482168859983,1.3927746087117348,1.535855100722607,14843347.740744105,694.0192933872596,5371121.936983179
1,32,1,0.001,45.1,1,0.0,10,0.5244595299910315,1.3964527182051205,1.475058883324825,115404113.57056305,3087.103602354937,83490.02773702069
2,63,1,0.001,90.1,1,0.0,10,0.518047633761736,1.4001764658076012,1.4626606986928543,56226244.40787967,2333.4563432646514,39275.21250111113
3,94,2,0.001,0.1,1,0.0,10,0.5165629555862925,1.3958811728607148,1.4586199655006373,55307624.34701965,2288.2812118304746,37159.980806647814
4,125,2,0.001,45.1,1,0.0,10,0.5120200189804078,1.3831330688627441,1.4453537043217963,51150006.17443625,897.0806147330981,12375.534924760936
5,156,2,0.001,90.1,1,0.0,10,0.5087673303687031,1.3741331164951107,1.435969890489609,47407494.16608028,747.1004838896594,9381.73424505623
6,187,3,0.001,0.1,1,0.0,10,0.5059557966336246,1.3662721247358938,1.4276987113500001,43679749.486391954,609.1407133798109,7179.664366900453
7,218,3,0.001,45.1,1,0.0,10,0.5112681150504813,1.3810753637771744,1.443244108197002,50506649.344244964,868.2863013136023,11713.80598264264
8,249,3,0.001,90.1,1,0.0,10,0.5098655607748129,1.377128247979966,1.4391568862350494,49019151.02361303,806.8929754427352,10445.216109171448
9,280,4,0.001,0.1,1,0.0,10,25710.476454005657,345.96152195015685,641.0763286456416,0.00036550153377990863,4695.163810862196,672.3003673996917
10,311,4,0.001,45.1,1,0.0,10,26204.22675354747,545.5454624126272,991.1295627126653,5.589287786817275e-06,751.1412241590685,253.14603074598332
11,342,4,0.001,90.1,1,0.0,10,26389.804202784035,558.6683122066823,996.7175917149254,1.7547641742774825e-06,460.62650132473624,179.19104022711684
12,373,5,0.001,0.1,1,0.0,10,25898.31955283956,562.9680738819487,992.4185361774712,1.4773071520076008e-06,394.57105643458004,157.84582685903848
13,404,5,0.001,45.1,1,0.0,10,25781.095423804883,565.3710804495645,988.1838551462895,1.2136455014680978e-06,367.0104449367265,148.886172105877
14,435,5,0.001,90.1,1,0.0,10,25875.33414168924,564.3274192969672,990.7353842346993,1.5275362677427295e-06,389.0444700198242,156.6433083009381
15,466,6,0.001,0.1,1,0.0,10,25931.74980430125,568.9504985082227,980.3496709337714,8.695373725191792e-07,387.05249330091976,164.30302847389774
16,497,6,0.001,45.1,1,0.0,10,32333.85578087471,565.2717405306834,964.4732338751937,4.3075883938548226e-07,43.235587038350396,72.76718004542869
17,528,6,0.001,90.1,1,0.0,10,27064.181484768706,569.3835583986754,990.2846222058299,4.30448004959788e-09,20.47333470314325,28.9202365741305
18,559,8,0.001,0.1,1,0.0,10,29910.37459014677,565.2751543935298,978.9828291625728,3.5592396735007966e-10,9.514232350575712,12.358911325362955
19,590,8,0.001,45.1,1,0.0,10,26027.788059371993,563.9837190852932,979.5918509848444,2.5645594091829777e-09,9.657778069542555,12.536802347297836
20,621,8,0.001,90.1,1,0.0,10,28879.500909125163,562.7803938580504,978.7983776975298,1.9991985118484397e-10,11.015302723692734,8.493452381486158
21,652,9,0.001,0.1,1,0.0,10,27298.619918653894,565.6581573062939,955.9398525654995,6.365119744015369e-08,90.02500040469026,178.32251711129126
22,683,9,0.001,45.1,1,0.0,10,29330.85755470892,572.712681190444,979.3576548591874,3.798718091356378e-09,18.218206896312402,13.432923290491471
23,714,9,0.001,90.1,1,0.0,10,30030.78919508222,563.6554717212239,988.5158241919482,3.683419696320238e-08,5.755466447654236,4.585161457322536
24,745,10,0.001,0.1,1,0.0,10,29265.780891063663,563.5185810980153,986.6653351878125,1.7709564429833531e-09,5.52198198823247,4.388605365334769
25,776,10,0.001,45.1,1,0.0,10,27545.95109906614,563.2953121015885,986.3187683000152,2.3540316305434832e-08,5.34967621003277,4.238341167091221
26,807,10,0.001,90.1,1,0.0,10,26766.955578439578,563.1384987936161,984.5447096168278,2.0623323453237658e-08,5.179471450032864,4.095306004526874
27,838,11,0.001,0.1,1,0.0,10,28300.082284669086,563.3169801652705,984.5969979330997,1.299616976435034e-09,4.106025140357396,5.191778585386707
28,869,11,0.001,45.1,1,0.0,10,34637.80617135964,562.8234414138658,989.4543432035705,1.8147228043008704e-09,5.517578160275387,4.394085377139099
29,900,11,0.001,90.1,1,0.0,10,25300.773919499905,562.6528177980175,988.6987310430666,1.464833375042281e-08,5.410233445382792,4.2983847889933875
30,931,1,10.0,0.1,1,0.0,10,25498.74916777495,562.7100965385711,987.4449418517898,5.995340505762408e-09,5.303547488523553,4.207977339552534
31,962,1,10.0,45.1,1,0.0,10,0.5360062452501136,1.3814032234732272,1.520073232263839,30637304.15476413,136.89297503633404,1001152.3875877407
32,993,1,10.0,90.1,1,0.0,10,0.5028008181742292,1.3446526388565077,1.4116204790051452,65070992.16907626,2413.823893516509,71295.2783038197
33,1024,2,10.0,0.1,1,0.0,10,0.49757242116188694,1.3587196703770514,1.3948899768699115,30185063.26538585,1870.9352423957416,34276.848490804165
34,1055,2,10.0,45.1,1,0.0,10,0.4969245406018934,1.3555416247273135,1.3919680271840158,29535850.58805463,1826.425340762563,31648.568333213465
35,1086,2,10.0,90.1,1,0.0,10,0.4939057419819365,1.3473493088041055,1.3832617176429958,25913658.080321252,1715.4598913474526,13146.393493639258
36,1117,3,10.0,0.1,1,0.0,10,0.49204066089553555,1.3424471363145005,1.3780974719214247,23765438.033411764,1414.7156020934533,9289.910746651205
37,1148,3,10.0,45.1,1,0.0,10,0.49089348678368344,1.3384941350386597,1.3738484973397378,21680577.28811501,1144.1256983405865,6620.645796766818
38,1179,3,10.0,90.1,1,0.0,10,0.49337238025694,1.3460442756667264,1.3819307701784505,25526059.58642404,1658.9826304465216,12325.523734495126
39,1210,4,10.0,0.1,1,0.0,10,0.49338557851700915,1.3442096562891073,1.379992724249801,24661898.48534302,1532.2069070229543,10684.944467708143
40,1241,4,10.0,45.1,1,0.0,10,18100.748772036328,311.3533861420169,1488.409260126699,0.0423948747003229,7738.874456780667,1860.8309274259584
41,1272,4,10.0,90.1,1,0.0,10,20310.670503669593,459.803269322648,792.8249686162125,0.002167212564559732,697.5829561490538,215.5024426919181
42,1303,5,10.0,0.1,1,0.0,10,27209.938773250724,473.4053147621666,796.6669871409115,0.0003885277567464759,461.9875207540188,172.4978020037054
43,1334,5,10.0,45.1,1,0.0,10,24569.912992265316,479.5814528261927,795.2993523212521,0.0003953376067077656,429.77408721675846,169.46233764653007
