,File ID,Fault type,Fault resistance,Incidence angle,Fault location,Fault distance,Pen,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
0,559,8,0.001,0.1,1,0.0,10,1.33010089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,590,8,0.001,45.1,1,0.0,10,1.33010089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,621,8,0.001,90.1,1,0.0,10,1.33010089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1489,8,10.0,0.1,1,0.0,10,433.097721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1520,8,10.0,45.1,1,0.0,10,433.097721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1551,8,10.0,90.1,1,0.0,10,433.097721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2419,8,25.0,0.1,1,0.0,10,455.26806585646324,7.637472110434787,2.1992742096829696,0.0,0.0,0.0,0.0,0.0,0.0
7,2450,8,25.0,45.1,1,0.0,10,840.4200999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2481,8,25.0,90.1,1,0.0,10,840.4200999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,3349,8,40.0,0.1,1,0.0,10,189.46058998349548,2.2846119665097184,1.7338668851695649,0.0,0.0,0.0,0.0,0.0,0.0
10,3380,8,40.0,45.1,1,0.0,10,1.33010089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,3411,8,40.0,90.1,1,0.0,10,1.33010089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4279,8,50.0,0.1,1,0.0,10,771.1807651116973,11.331198606783381,1.8701760210319212,0.0,0.0,0.0,0.0,0.0,0.0
13,4310,8,50.0,45.1,1,0.0,10,683.1739396431556,10.933549874404802,1.8942596188178058,0.0,0.0,0.0,0.0,0.0,0.0
14,4341,8,50.0,90.1,1,0.0,10,433.097721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,560,8,0.001,0.1,2,1760.3,10,742.8354055816443,12.403921763638746,1.9966956615411315,0.0,0.0,0.0,0.0,0.0,0.0
16,591,8,0.001,45.1,2,1760.3,10,1112.2816929463675,14.72242544808968,1.9156871726014977,0.0,0.0,0.0,0.0,0.0,0.0
17,622,8,0.001,90.1,2,1760.3,10,554.9450766715645,9.562504424065622,2.1052562613368484,0.0,0.0,0.0,0.0,0.0,0.0
18,1490,8,10.0,0.1,2,1760.3,10,40.45501844476381,2.131198453681711,1.8219340418333472,0.0,0.0,0.0,0.0,0.0,0.0
19,1521,8,10.0,45.1,2,1760.3,10,26.012973862447428,1.296836745308072,1.7684210788095254,0.0,0.0,0.0,0.0,0.0,0.0
20,1552,8,10.0,90.1,2,1760.3,10,39.699244086824876,1.0597408537468513,1.7747139870300537,0.0,0.0,0.0,0.0,0.0,0.0
21,2420,8,25.0,0.1,2,1760.3,10,419.97311914483356,9.617413393756747,1.9615913580969988,0.0,0.0,0.0,0.0,0.0,0.0
22,2451,8,25.0,45.1,2,1760.3,10,395.80825343745215,9.216887278453573,1.9784748479170085,0.0,0.0,0.0,0.0,0.0,0.0
23,2482,8,25.0,90.1,2,1760.3,10,541.592544800981,10.34970969500332,1.9203725722024523,0.0,0.0,0.0,0.0,0.0,0.0
24,3350,8,40.0,0.1,2,1760.3,10,948.0003480154176,12.081816971314543,1.9559634425674872,0.0,0.0,0.0,0.0,0.0,0.0
25,3381,8,40.0,45.1,2,1760.3,10,447.7892055483286,7.465979395928663,2.208674287710923,0.0,0.0,0.0,0.0,0.0,0.0
26,3412,8,40.0,90.1,2,1760.3,10,437.09302206689404,7.231758793303344,2.2337104255687064,0.0,0.0,0.0,0.0,0.0,0.0
27,4280,8,50.0,0.1,2,1760.3,10,2689.383880289296,15.403376672308243,1.7152503454343653,0.0,0.0,0.0,0.0,0.0,0.0
28,4311,8,50.0,45.1,2,1760.3,10,778.9243263468611,7.948532260972936,1.684515932239385,0.0,0.0,0.0,0.0,0.0,0.0
29,4342,8,50.0,90.1,2,1760.3,10,699.8317687934147,8.81582556814098,1.720808356072981,0.0,0.0,0.0,0.0,0.0,0.0
30,561,8,0.001,0.1,3,3520.7,10,8881.577319724278,31.88192439659106,1.8373975071901432,0.0,0.0,0.0,0.0,0.0,0.0
31,592,8,0.001,45.1,3,3520.7,10,906.8340986469047,7.994066565854233,1.9606215255093113,0.0,0.0,0.0,0.0,0.0,0.0
32,623,8,0.001,90.1,3,3520.7,10,1336.9149982450426,7.325694346101221,1.8875115320074451,0.0,0.0,0.0,0.0,0.0,0.0
33,1491,8,10.0,0.1,3,3520.7,10,11404.476978101018,25.27017404617861,1.833552163898109,0.0,0.0,0.0,0.0,0.0,0.0
34,1522,8,10.0,45.1,3,3520.7,10,9875.866042366566,20.622029641760022,1.8507388131932279,0.0,0.0,0.0,0.0,0.0,0.0
35,1553,8,10.0,90.1,3,3520.7,10,9939.540107776282,20.032457231409765,1.845106843219997,0.0,0.0,0.0,0.0,0.0,0.0
36,2421,8,25.0,0.1,3,3520.7,10,1587.6001137386481,11.027193497666174,1.7177650385419947,0.0,0.0,0.0,0.0,0.0,0.0
