,File ID,Fault type,Fault resistance,Incidence angle,Fault location,Fault distance,Pen,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23
0,838,11,0.001,0.1,1,0.0,10,5.98831593759526e-05,0.018695373808203457,0.0002943231660494997,0.03253836077844818,2.291375375341361e-05,0.005778250205067462,1.1451152811513185e-05,0.0036623415985323248,0.07785236228928015,0.17758270751287175,0.03890673291271715,0.1125545820660419,0.0007564079804020209,0.0003285174328448029,28.867965062703163,1.6103288810130028,1.3978490200370708,1.2436557124249112,8.030572266053056e-06,3.2130808923313934,-141952561.79209155,13.702267423868824,82835715070.89688,216.69022992965162
1,869,11,0.001,45.1,1,0.0,10,6.29910722193533e-05,0.019434002787770206,0.0003068793477339257,0.03401075883151619,2.4507221398720508e-05,0.006074086538725098,1.1874849951895468e-05,0.003766248896904923,0.07985946783218875,0.17859309075740243,0.038695500494192084,0.11073698518643209,0.0008005725846503294,0.00034255006267199195,28.86195927794386,1.6103527274443041,1.4136381895835874,1.249077889283044,8.035287124230518e-06,3.2107854994476264,-148081077.39818478,13.682817908278738,88136012376.30315,216.53552859553957
2,900,11,0.001,90.1,1,0.0,10,6.153841918230621e-05,0.01909933380691801,0.00030096761951892197,0.03336425865950708,2.3830559393114462e-05,0.005943208414405685,1.163977281128973e-05,0.003705950329889636,0.0791798115398797,0.1781309896634607,0.03867450202747785,0.11107545855311947,0.0007806261370086869,0.0003358342084236467,28.864987292000286,1.6103403921098616,1.4072252549573783,1.2463948934418592,8.0329012354134e-06,3.2119504465156745,-145322546.74005207,13.692559173589846,85666443773.13506,216.61185002375657
3,1768,11,10.0,0.1,1,0.0,10,5.8224434127705725e-05,0.02122004726716522,0.0003057328611324919,0.03577773644722945,8.826938729688595e-05,0.01637477702003035,7.133502919610996e-05,0.01138655260766289,0.2887140982160687,0.45768063175775264,0.23332470357249668,0.318258049232867,0.0035118919772985126,0.0009663801686058414,28.85878271163245,2.370918270868728,1.7405290939544127,1.3506340232620258,8.035350773988208e-06,3.2108057365402827,-307650875.68179643,13.429033583310549,245959141367.7844,213.48969815636465
4,1799,11,10.0,45.1,1,0.0,10,5.8307291566168035e-05,0.021182093226480132,0.0003052234675415282,0.03569382646994896,8.803915948767932e-05,0.016330913943139607,7.150240855443717e-05,0.0114318549748227,0.2884416463675122,0.45752768918986003,0.23426248686041373,0.3202754118964328,0.0035105607388155333,0.0009664147923040608,28.85905041322868,2.3709166746505774,1.721511068440543,1.3437529947566265,8.035129445130565e-06,3.210910493570636,-299090376.027818,13.446524162884625,237528708275.9924,213.69608119677963
5,1830,11,10.0,90.1,1,0.0,10,6.110416830137726e-05,0.02209259642032926,0.00031788480135872677,0.03729585566132884,9.070954725967986e-05,0.016943373105608367,7.369491382989233e-05,0.011807597271033407,0.2853535207470203,0.4542964038542367,0.23182899438696053,0.3165927436617687,0.0036164749144510545,0.0010011803621766805,28.853239591713958,2.3709506287458635,1.6587755418566368,1.3280988299081207,8.040021964903592e-06,3.2085606947503997,-264715248.7659812,13.487502168455975,202658376880.94327,214.13952756868832
6,2698,11,25.0,0.1,1,0.0,10,6.530718709798893e-05,0.028798362161153734,0.0002508022261156219,0.034451574022031986,0.00011993390604062244,0.022397034745787234,0.00010582239285169336,0.01904038829279785,0.478201122446704,0.6501019294928062,0.4219356203118722,0.5526710704312496,0.004967410659662316,0.0014424071940427527,28.843735172924568,-3.1266892137616584,1.9966916212875778,1.4632059980863013,8.035340944319303e-06,3.210933844781197,-518240917.36681956,13.128319665889894,555208326109.4792,210.19315452041374
7,2729,11,25.0,45.1,1,0.0,10,6.410220117845602e-05,0.02825351868931675,0.00024595097356676647,0.03387352269360737,0.00011827926340012758,0.022066173287944586,0.00010450633945325156,0.01880379262281862,0.4809058556868009,0.651428358589611,0.42490719974679025,0.5551177181334991,0.004902776925418168,0.0014223911793449348,28.846760070894927,-3.126698722694163,1.934514053250174,1.4144596788825856,8.03296356931325e-06,3.2121358665946684,-491931208.6009923,13.250442819629404,521521218960.8459,211.66760398874223
8,2760,11,25.0,90.1,1,0.0,10,6.413003407142398e-05,0.028205362863642384,0.000245614980342549,0.033840744737263895,0.00011779606339414204,0.02204344108796676,0.00010378384352879437,0.018722927345262753,0.4795964123599333,0.6513875879242551,0.42254687960828513,0.5532658187822301,0.004876307407006768,0.001418764701911717,28.846980856400425,-3.1266990628255047,1.9213092364253677,1.4109631868746018,8.032764874474118e-06,3.212231513654082,-487850070.43274766,13.259344150028738,517790324818.4123,211.7729356409645
9,3628,11,40.0,0.1,1,0.0,10,4.7397011342557367e-05,0.013067642766241302,0.0003098549277662095,0.03565429086051465,7.59738100247448e-05,0.012892568287099782,6.883395774332095e-05,0.009763886116661102,0.2451915500342414,0.3615993468370355,0.22214898513815884,0.2738488378540188,0.0032035033522410748,0.0007828097113821871,28.96560178398217,1.6083533010541384,1.5663476364433957,1.211745312352908,7.949530298228057e-06,3.259192530868362,-202928629.71990648,13.83811048118141,134058159272.34155,217.74711593144664
