,File ID,Fault type,Fault resistance,Incidence angle,Fault location,Fault distance,Pen,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5
0,1,1,0.001,0.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
1,32,1,0.001,45.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
2,63,1,0.001,90.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
3,94,2,0.001,0.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
4,125,2,0.001,45.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
5,156,2,0.001,90.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
6,187,3,0.001,0.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
7,218,3,0.001,45.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
8,249,3,0.001,90.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
9,280,4,0.001,0.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
10,311,4,0.001,45.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
11,342,4,0.001,90.1,1,0.0,10,0.0012160283206640522,-9.565948881805454e-09,3.9611912124475326e-09,-3.479299084152381e-05,3.91076502209689e-06,64.20684639560909
